"Дата операции";"Дата платежа";"Номер карты";"Статус";"Сумма операции";"Валюта операции";"Сумма платежа";"Валюта платежа";"Кэшбэк";"Категория";"MCC";"Описание";"Бонусы (включая кэшбэк)";"Округление на инвесткопилку";"Сумма операции с округлением"
"31.03.2026 17:36:13";"31.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"31.03.2026 17:03:44";"31.03.2026";"*5315";"OK";"-49,99";"RUB";"-49,99";"RUB";"";"Супермаркеты";"5411";"Магнит";"0,00";"0,00";"-49,99"
"31.03.2026 13:21:20";"31.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"31.03.2026 12:00:45";"31.03.2026";"*5315";"OK";"-956,00";"RUB";"-956,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"9,00";"0,00";"-956,00"
"30.03.2026 15:45:19";"30.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"30.03.2026 14:52:41";"30.03.2026";"*5315";"OK";"-109,71";"RUB";"-109,71";"RUB";"";"Цифровые товары";"5816";"Playerok";"2,00";"0,00";"-109,71"
"30.03.2026 11:43:56";"30.03.2026";"*5315";"OK";"-560,00";"RUB";"-560,00";"RUB";"";"Фастфуд";"5814";"Rostic's";"11,00";"0,00";"-560,00"
"28.03.2026 19:41:29";"29.03.2026";"*5315";"OK";"-450,00";"RUB";"-450,00";"RUB";"";"Фастфуд";"5814";"Bubble Mania";"4,00";"0,00";"-450,00"
"28.03.2026 18:36:27";"28.03.2026";"*5315";"OK";"-44,99";"RUB";"-44,99";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"0,00";"0,00";"-44,99"
"28.03.2026 18:15:22";"28.03.2026";"*5315";"OK";"-687,00";"RUB";"-687,00";"RUB";"";"Книги и канцтовары";"5942";"Читай-город";"6,00";"0,00";"-687,00"
"28.03.2026 17:24:26";"28.03.2026";"*5315";"OK";"-149,00";"RUB";"-149,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"1,00";"0,00";"-149,00"
"28.03.2026 16:56:21";"28.03.2026";"*5315";"OK";"-723,47";"RUB";"-723,47";"RUB";"";"Цифровые товары";"5816";"Playerok";"14,00";"0,00";"-723,47"
"28.03.2026 15:59:14";"29.03.2026";"*5315";"OK";"-260,00";"RUB";"-260,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"2,00";"0,00";"-260,00"
"28.03.2026 13:32:13";"28.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"28.03.2026 00:49:18";"28.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"28.03.2026 00:48:24";"28.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"27.03.2026 14:04:10";"27.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"27.03.2026 12:00:45";"27.03.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"3,00";"0,00";"-399,00"
"27.03.2026 11:48:54";"27.03.2026";"*5315";"OK";"-3999,00";"RUB";"-3999,00";"RUB";"";"Ремонт и мебель";"5722";"DNS";"79,00";"0,00";"-3999,00"
"27.03.2026 11:48:12";"27.03.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"3,00";"0,00";"-399,00"
"27.03.2026 10:15:20";"27.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"26.03.2026 14:07:21";"26.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"26.03.2026 11:29:16";"27.03.2026";"*5315";"OK";"-280,00";"RUB";"-280,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"2,00";"0,00";"-280,00"
"26.03.2026 10:09:21";"26.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"26.03.2026 10:05:11";"27.03.2026";"*5315";"OK";"-180,00";"RUB";"-180,00";"RUB";"";"Супермаркеты";"5499";"IP Arakelyan A A";"1,00";"0,00";"-180,00"
"25.03.2026 15:53:53";"25.03.2026";"*5315";"OK";"-474,00";"RUB";"-474,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"4,00";"0,00";"-474,00"
"25.03.2026 15:19:45";"25.03.2026";"*5315";"OK";"-750,00";"RUB";"-750,00";"RUB";"";"Медицина";"8043";"Planeta Optika";"7,00";"0,00";"-750,00"
"25.03.2026 13:20:23";"25.03.2026";"*5315";"OK";"-249,99";"RUB";"-249,99";"RUB";"";"Супермаркеты";"5411";"Магнит";"2,00";"0,00";"-249,99"
"25.03.2026 10:30:16";"25.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"25.03.2026 10:28:43";"26.03.2026";"*5315";"OK";"-180,00";"RUB";"-180,00";"RUB";"";"Супермаркеты";"5499";"IP Arakelyan A A";"1,00";"0,00";"-180,00"
"24.03.2026 17:50:19";"24.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"24.03.2026 10:24:44";"24.03.2026";"*5315";"OK";"-620,00";"RUB";"-620,00";"RUB";"";"Переводы";"";"Никита П.";"0,00";"0,00";"-620,00"
"24.03.2026 08:56:15";"24.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"24.03.2026 07:24:16";"24.03.2026";"*5315";"OK";"-1000,00";"RUB";"-1000,00";"RUB";"";"Мобильная связь";"";"МТС +7 917 923-99-01";"0,00";"0,00";"-1000,00"
"23.03.2026 18:39:48";"23.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"23.03.2026 14:54:05";"24.03.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Сервис";"5968";"Газпром Бонус";"3,00";"0,00";"-399,00"
"23.03.2026 11:21:29";"23.03.2026";"*5315";"OK";"-400,00";"RUB";"-400,00";"RUB";"";"Переводы";"";"Анастасия А.";"0,00";"0,00";"-400,00"
"20.03.2026 13:42:54";"20.03.2026";"*5315";"OK";"-259,96";"RUB";"-259,96";"RUB";"";"Супермаркеты";"5411";"Магнит";"2,00";"0,00";"-259,96"
"20.03.2026 13:39:44";"20.03.2026";"*5315";"OK";"-264,00";"RUB";"-264,00";"RUB";"";"Цветы";"5992";"Buket Stolicy";"2,00";"0,00";"-264,00"
"19.03.2026 18:42:16";"19.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"19.03.2026 17:20:14";"19.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"19.03.2026 16:04:30";"19.03.2026";"*5315";"OK";"-588,00";"RUB";"-588,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"5,00";"0,00";"-588,00"
"19.03.2026 11:41:53";"20.03.2026";"*5315";"OK";"-180,00";"RUB";"-180,00";"RUB";"";"Супермаркеты";"5499";"IP Arakelyan A A";"1,00";"0,00";"-180,00"
"19.03.2026 11:20:19";"19.03.2026";"*5315";"OK";"-345,87";"RUB";"-345,87";"RUB";"";"Супермаркеты";"5411";"Магнит";"3,00";"0,00";"-345,87"
"19.03.2026 10:05:27";"19.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"18.03.2026 13:37:38";"18.03.2026";"*5315";"OK";"-519,96";"RUB";"-519,96";"RUB";"";"Супермаркеты";"5411";"Магнит";"5,00";"0,00";"-519,96"
"17.03.2026 11:54:38";"17.03.2026";"*5315";"OK";"-678,00";"RUB";"-678,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"6,00";"0,00";"-678,00"
"17.03.2026 00:50:27";"17.03.2026";"*5315";"OK";"-500,00";"RUB";"-500,00";"RUB";"";"Переводы";"";"Залина Р.";"0,00";"0,00";"-500,00"
"16.03.2026 15:21:18";"16.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"16.03.2026 11:36:42";"16.03.2026";"*5315";"OK";"-527,00";"RUB";"-527,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"10,00";"0,00";"-527,00"
"15.03.2026 18:17:48";"15.03.2026";"*5315";"OK";"-837,00";"RUB";"-837,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"8,00";"0,00";"-837,00"
"15.03.2026 16:34:40";"15.03.2026";"*5315";"OK";"-3250,00";"RUB";"-3250,00";"RUB";"";"Спорттовары";"5655";"Спортмастер";"32,00";"0,00";"-3250,00"
"15.03.2026 15:53:07";"15.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"15.03.2026 15:06:09";"15.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"14.03.2026 18:00:16";"14.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"14.03.2026 17:52:42";"14.03.2026";"*5315";"OK";"-446,96";"RUB";"-446,96";"RUB";"";"Супермаркеты";"5411";"Магнит";"4,00";"0,00";"-446,96"
"14.03.2026 17:43:36";"15.03.2026";"*5315";"OK";"-500,00";"RUB";"-500,00";"RUB";"";"Подарки и творчество";"5947";"Polka Chudes Gum";"5,00";"0,00";"-500,00"
"14.03.2026 13:31:21";"14.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"13.03.2026 17:57:14";"13.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"13.03.2026 14:10:20";"13.03.2026";"*5315";"OK";"-304,98";"RUB";"-304,98";"RUB";"";"Фастфуд";"5814";"Бургер Кинг";"3,00";"0,00";"-304,98"
"13.03.2026 14:02:27";"13.03.2026";"*5315";"OK";"-450,00";"RUB";"-450,00";"RUB";"";"Переводы";"";"Никита П.";"0,00";"0,00";"-450,00"
"13.03.2026 11:52:02";"13.03.2026";"*5315";"OK";"-114,00";"RUB";"-114,00";"RUB";"";"Фастфуд";"5814";"St";"1,00";"0,00";"-114,00"
"13.03.2026 09:09:29";"13.03.2026";"*5315";"OK";"-100,00";"RUB";"-100,00";"RUB";"";"Цифровые товары";"5816";"ONLIPAY";"0,00";"0,00";"-100,00"
"12.03.2026 18:36:50";"12.03.2026";"*5315";"OK";"-1740,00";"RUB";"-1740,00";"RUB";"";"Супермаркеты";"5499";"Живая Вода";"17,00";"0,00";"-1740,00"
"12.03.2026 18:08:35";"12.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"12.03.2026 18:07:47";"12.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"12.03.2026 17:30:12";"12.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"12.03.2026 14:44:11";"12.03.2026";"*5315";"OK";"-75,00";"RUB";"-75,00";"RUB";"";"Фастфуд";"5814";"St";"0,00";"0,00";"-75,00"
"12.03.2026 11:46:52";"12.03.2026";"*5315";"OK";"-299,98";"RUB";"-299,98";"RUB";"";"Супермаркеты";"5411";"Магнит";"2,00";"0,00";"-299,98"
"12.03.2026 10:08:41";"12.03.2026";"*5315";"OK";"-515,00";"RUB";"-515,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"5,00";"0,00";"-515,00"
"11.03.2026 22:22:16";"12.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"11.03.2026 22:21:07";"12.03.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"11.03.2026 14:19:22";"11.03.2026";"*5315";"OK";"-100,00";"RUB";"-100,00";"RUB";"";"Цифровые товары";"5816";"ONLIPAY";"0,00";"0,00";"-100,00"
"10.03.2026 17:35:20";"10.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"10.03.2026 17:09:44";"10.03.2026";"*5315";"OK";"-499,98";"RUB";"-499,98";"RUB";"";"Супермаркеты";"5411";"Магнит";"4,00";"0,00";"-499,98"
"10.03.2026 11:41:20";"10.03.2026";"*5315";"OK";"-160,00";"RUB";"-160,00";"RUB";"";"Фастфуд";"5814";"St";"1,00";"0,00";"-160,00"
"10.03.2026 08:42:19";"10.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"08.03.2026 17:14:43";"08.03.2026";"*5315";"OK";"-1400,00";"RUB";"-1400,00";"RUB";"";"Переводы";"";"Карим С.";"0,00";"0,00";"-1400,00"
"07.03.2026 20:38:06";"07.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"07.03.2026 15:19:44";"07.03.2026";"*5315";"OK";"-1379,00";"RUB";"-1379,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"13,00";"0,00";"-1379,00"
"07.03.2026 14:39:10";"07.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"06.03.2026 19:41:16";"06.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"06.03.2026 17:18:06";"06.03.2026";"*5315";"OK";"-1308,00";"RUB";"-1308,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"13,00";"0,00";"-1308,00"
"06.03.2026 16:58:22";"06.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"06.03.2026 15:33:54";"06.03.2026";"*5315";"OK";"-92,00";"RUB";"-92,00";"RUB";"";"Фастфуд";"5814";"St";"0,00";"0,00";"-92,00"
"05.03.2026 16:31:44";"05.03.2026";"*5315";"OK";"-200,00";"RUB";"-200,00";"RUB";"";"Цифровые товары";"5816";"VPN";"0,00";"0,00";"-200,00"
"05.03.2026 15:52:00";"05.03.2026";"*5315";"OK";"-1800,00";"RUB";"-1800,00";"RUB";"";"Переводы";"";"Шохрух Х.";"0,00";"0,00";"-1800,00"
"05.03.2026 15:43:47";"05.03.2026";"*5315";"OK";"-189,00";"RUB";"-189,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"1,00";"0,00";"-189,00"
"05.03.2026 15:25:57";"05.03.2026";"*5315";"OK";"-789,70";"RUB";"-789,70";"RUB";"";"Супермаркеты";"5411";"SPAR";"7,00";"0,00";"-789,70"
"05.03.2026 14:04:10";"05.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"05.03.2026 11:16:35";"05.03.2026";"*5315";"OK";"-90,00";"RUB";"-90,00";"RUB";"";"Фастфуд";"5814";"Sofra Kebab";"0,00";"0,00";"-90,00"
"05.03.2026 11:15:35";"05.03.2026";"*5315";"OK";"-435,00";"RUB";"-435,00";"RUB";"";"Фастфуд";"5814";"Sofra Kebab";"4,00";"0,00";"-435,00"
"05.03.2026 10:17:13";"05.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"05.03.2026 10:17:03";"05.03.2026";"*5315";"OK";"-221,00";"RUB";"-221,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"2,00";"0,00";"-221,00"
"04.03.2026 13:19:37";"04.03.2026";"*5315";"OK";"-499,98";"RUB";"-499,98";"RUB";"";"Супермаркеты";"5411";"Магнит";"4,00";"0,00";"-499,98"
"03.03.2026 13:00:10";"03.03.2026";"*5315";"OK";"-461,00";"RUB";"-461,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"4,00";"0,00";"-461,00"
"03.03.2026 10:43:20";"03.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"02.03.2026 14:14:41";"02.03.2026";"*5315";"OK";"-311,05";"RUB";"-311,05";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"3,00";"0,00";"-311,05"
"02.03.2026 13:34:19";"02.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"02.03.2026 11:53:45";"02.03.2026";"*5315";"OK";"-260,97";"RUB";"-260,97";"RUB";"";"Фастфуд";"5814";"Бургер Кинг";"2,00";"0,00";"-260,97"
"02.03.2026 11:23:23";"02.03.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"27.02.2026 18:42:15";"27.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"27.02.2026 15:40:29";"28.02.2026";"*5315";"OK";"-50,00";"RUB";"-50,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"0,00";"0,00";"-50,00"
"27.02.2026 15:39:43";"28.02.2026";"*5315";"OK";"-260,00";"RUB";"-260,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"2,00";"0,00";"-260,00"
"27.02.2026 11:54:12";"27.02.2026";"*5315";"OK";"-162,00";"RUB";"-162,00";"RUB";"";"Фастфуд";"5814";"St";"1,00";"0,00";"-162,00"
"27.02.2026 09:21:14";"27.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"26.02.2026 15:14:04";"26.02.2026";"*5315";"OK";"-384,42";"RUB";"-384,42";"RUB";"";"Супермаркеты";"5921";"Vobla Beer";"3,00";"0,00";"-384,42"
"26.02.2026 14:32:15";"26.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"25.02.2026 19:40:13";"25.02.2026";"*5315";"OK";"-145,00";"RUB";"-145,00";"RUB";"";"Аптеки";"5912";"Бережная аптека";"1,00";"0,00";"-145,00"
"25.02.2026 18:32:29";"25.02.2026";"*5315";"OK";"-1500,00";"RUB";"-1500,00";"RUB";"";"Подарки и творчество";"5947";"Polka Chudes Svita Hol";"30,00";"0,00";"-1500,00"
"25.02.2026 17:08:40";"25.02.2026";"*5315";"OK";"-654,00";"RUB";"-654,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"6,00";"0,00";"-654,00"
"25.02.2026 11:32:13";"25.02.2026";"*5315";"OK";"-363,00";"RUB";"-363,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"3,00";"0,00";"-363,00"
"25.02.2026 10:38:36";"25.02.2026";"*5315";"OK";"-1,00";"RUB";"-1,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"0,00";"0,00";"-1,00"
"25.02.2026 09:32:49";"25.02.2026";"*5315";"OK";"-41,99";"RUB";"-41,99";"RUB";"";"Супермаркеты";"5411";"Магнит";"0,00";"0,00";"-41,99"
"24.02.2026 16:15:39";"24.02.2026";"*5315";"OK";"-289,98";"RUB";"-289,98";"RUB";"";"Супермаркеты";"5411";"Магнит";"2,00";"0,00";"-289,98"
"24.02.2026 15:36:23";"24.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"24.02.2026 14:45:37";"25.02.2026";"*5315";"OK";"-4242,00";"RUB";"-4242,00";"RUB";"";"Финансы";"6538";"Операция в других кредитных организациях OZON BANK MOSKVA RUS";"0,00";"0,00";"-4242,00"
"24.02.2026 13:11:20";"24.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"24.02.2026 11:31:54";"24.02.2026";"*5315";"OK";"-409,00";"RUB";"-409,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"4,00";"0,00";"-409,00"
"24.02.2026 10:59:30";"24.02.2026";"*5315";"OK";"-113,30";"RUB";"-113,30";"RUB";"";"Цифровые товары";"5816";"Playerok";"2,00";"0,00";"-113,30"
"24.02.2026 10:57:54";"24.02.2026";"*5315";"OK";"-206,00";"RUB";"-206,00";"RUB";"";"Цифровые товары";"5816";"Playerok";"4,00";"0,00";"-206,00"
"24.02.2026 10:54:12";"24.02.2026";"*5315";"OK";"-504,70";"RUB";"-504,70";"RUB";"";"Цифровые товары";"5816";"Playerok";"10,00";"0,00";"-504,70"
"23.02.2026 14:49:22";"25.02.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Сервис";"5968";"Газпром Бонус";"3,00";"0,00";"-399,00"
"22.02.2026 17:12:51";"22.02.2026";"*5315";"OK";"-350,20";"RUB";"-350,20";"RUB";"";"Цифровые товары";"5816";"Playerok";"7,00";"0,00";"-350,20"
"20.02.2026 12:44:06";"20.02.2026";"*5315";"OK";"-857,00";"RUB";"-857,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"8,00";"0,00";"-857,00"
"20.02.2026 11:38:17";"20.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"19.02.2026 16:21:18";"19.02.2026";"*5315";"OK";"-319,97";"RUB";"-319,97";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"3,00";"0,00";"-319,97"
"19.02.2026 15:46:19";"19.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"19.02.2026 11:28:47";"20.02.2026";"*5315";"OK";"-180,00";"RUB";"-180,00";"RUB";"";"Супермаркеты";"5499";"Pe Arakelyan Armik Ara";"1,00";"0,00";"-180,00"
"19.02.2026 11:12:13";"19.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"19.02.2026 11:03:47";"19.02.2026";"*5315";"OK";"-1000,00";"RUB";"-1000,00";"RUB";"";"Мобильная связь";"";"МТС +7 917 923-99-01";"0,00";"0,00";"-1000,00"
"19.02.2026 10:23:11";"19.02.2026";"*5315";"OK";"-184,00";"RUB";"-184,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"1,00";"0,00";"-184,00"
"18.02.2026 15:58:31";"18.02.2026";"*5315";"OK";"-504,00";"RUB";"-504,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"5,00";"0,00";"-504,00"
"18.02.2026 15:36:05";"18.02.2026";"*5315";"OK";"-1200,00";"RUB";"-1200,00";"RUB";"";"Переводы";"";"Алина Х.";"0,00";"0,00";"-1200,00"
"18.02.2026 14:22:48";"18.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4111";"МУП Метроэлектротранс";"0,00";"0,00";"-46,00"
"18.02.2026 13:37:55";"18.02.2026";"*5315";"OK";"-409,00";"RUB";"-409,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"4,00";"0,00";"-409,00"
"18.02.2026 13:36:38";"18.02.2026";"*5315";"OK";"-409,00";"RUB";"-409,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"4,00";"0,00";"-409,00"
"18.02.2026 09:50:36";"18.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4111";"МУП Метроэлектротранс";"0,00";"0,00";"-46,00"
"18.02.2026 09:40:12";"18.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"17.02.2026 18:09:36";"17.02.2026";"*5315";"OK";"-349,97";"RUB";"-349,97";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"3,00";"0,00";"-349,97"
"17.02.2026 17:51:14";"17.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"17.02.2026 15:36:14";"18.02.2026";"*5315";"OK";"-260,00";"RUB";"-260,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"2,00";"0,00";"-260,00"
"17.02.2026 10:10:53";"17.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4111";"МУП Метроэлектротранс";"0,00";"0,00";"-46,00"
"17.02.2026 10:09:58";"17.02.2026";"*5315";"OK";"-150,00";"RUB";"-150,00";"RUB";"";"Переводы";"";"Эвелина А.";"0,00";"0,00";"-150,00"
"17.02.2026 08:58:07";"17.02.2026";"*5315";"OK";"-660,00";"RUB";"-660,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"6,00";"0,00";"-660,00"
"16.02.2026 15:42:14";"16.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"16.02.2026 14:45:11";"16.02.2026";"*5315";"OK";"-255,00";"RUB";"-255,00";"RUB";"";"Цифровые товары";"5818";"Oto*Tribute";"2,00";"0,00";"-255,00"
"16.02.2026 11:35:12";"16.02.2026";"*5315";"OK";"-564,00";"RUB";"-564,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"5,00";"0,00";"-564,00"
